id,descripcion,grupo
N71,"Enfermedad inflamatoria del útero, excepto del cuello uterino",N00-N99
N72,Enfermedad inflamatoria del cuello uterino,N00-N99
N73,Otras enfermedades pélvicas inflamatorias femeninas,N00-N99
N74,Trastornos inflamatorios de la pelvis femenina en enfermedades clasificadas en otra parte,N00-N99
N75,Enfermedades de la glándula de Bartholin,N00-N99
N76,Otras afecciones inflamatorias de la vagina y de la vulva,N00-N99
N77,Ulceración e inflamación vulvovaginal en enfermedades clasificadas en otra parte,N00-N99
N80,Endometriosis,N00-N99
N81,Prolapso genital femenino,N00-N99
N82,Fistulas que afectan el tracto genital femenino,N00-N99
N83,"Trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",N00-N99
N84,Pólipo del tracto genital femenino,N00-N99
N85,"Otros trastornos no inflamatorios del útero, excepto del cuello",N00-N99
N86,Erosión y ectropion del cuello del útero,N00-N99
N87,Displasia del cuello uterino,N00-N99
N88,Otros trastornos no inflamatorios del cuello del útero,N00-N99
N89,Otros trastornos no inflamatorios de la vagina,N00-N99
N90,Otros trastornos no inflamatorios de la vulva y del perineo,N00-N99
N91,"Menstruación ausente, escasa o rara",N00-N99
N92,"Menstruación excesiva, frecuente e irregular",N00-N99
N93,Otras hemorragias uterinas o vaginales anormales,N00-N99
N94,Dolor y otras afecciones relacionadas con los órganos genitales femeninos y con el ciclo menstrual,N00-N99
N95,Otros trastornos menopausicos y perimenopausicos,N00-N99
N96,Abortadora habitual,N00-N99
N97,Infertilidad femenina,N00-N99
N98,Complicaciones asociadas con la fecundación artificial,N00-N99
N99,"Trastornos del sistema genitourinario consecutivos a procedimientos, no clasificados en otra parte",N00-N99
O00,Embarazo ectopico,O00-O99
O01,Mola hidatiforme,O00-O99
O02,Otros productos anormales de la concepción,O00-O99
O03,Aborto espontaneo,O00-O99
O04,Aborto medico,O00-O99
O05,Otro aborto,O00-O99
O06,Aborto no especificado,O00-O99
O07,Intento fallido de aborto,O00-O99
O08,"Complicaciones consecutivas al aborto, al embarazo ectopico y al embarazo molar",O00-O99
O10,"Hipertensión preexistente que complica el embarazo, el parto y el puerperio",O00-O99
O11,"Trastornos hipertensivos preexistentes, con proteinuria agregada",O00-O99
O12,Edema y proteinuria gestacionales [inducidos por el embarazo] sin hipertensión,O00-O99
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,O00-O99
O14,Hipertensión gestacional [inducida por el embarazo] con proteinuria significativa,O00-O99
O15,Eclampsia,O00-O99
O16,"Hipertensión materna, no especificada",O00-O99
O20,Hemorragia precoz del embarazo,O00-O99
O21,Vómitos excesivos en el embarazo,O00-O99
O22,Complicaciones venosas en el embarazo,O00-O99
O23,Infección de las vías genitourinarias en el embarazo,O00-O99
O25,Desnutrición en el embarazo,O00-O99
O26,Atención a la madre por otras complicaciones principalmente relacionadas con el embarazo,O00-O99
O28,Hallazgos anormales en el examen prenatal de la madre,O00-O99
O29,Complicaciones de la anestesia administrada durante el embarazo,O00-O99
O30,Embarazo múltiple,O00-O99
O31,Complicaciones especificas del embarazo múltiple,O00-O99
O32,"Atención materna por presentación anormal del feto, conocida o presunta",O00-O99
O33,Atención materna por desproporción conocida o presunta,O00-O99
O34,Atención materna por anormalidades conocidas o presuntas de los órganos pelvianos de la madre,O00-O99
O35,"Atención materna por anormalidad o lesión fetal, conocida o presunta",O00-O99
O36,Atención materna por otros problemas fetales conocidos o presuntos,O00-O99
O40,Polihidramnios,O00-O99
O41,Otros trastornos del liquido amniótico y de las membranas,O00-O99
O42,Ruptura prematura de las membranas,O00-O99
O43,Trastornos placentarios,O00-O99
O44,Placenta previa,O00-O99
O45,Desprendimiento prematuro de la placenta [abruptio placentae],O00-O99
O46,"Hemorragia anteparto, no clasificada en otra parte",O00-O99
O47,Falso trabajo de parto,O00-O99
O48,Embarazo prolongado,O00-O99
O60,del trabajo de parto y del parto,O00-O99
O61,Parto prematuro,O00-O99
O62,Fracaso de la inducción del trabajo de parto,O00-O99
O63,Anormalidades de la dinámica del trabajo de parto,O00-O99
O64,Trabajo de parto prolongado,O00-O99
O65,Trabajo de parto obstruido debido a mala posición y presentación anormal del feto,O00-O99
O66,Trabajo de parto obstruido debido a normalidad de la pelvis materna,O00-O99
O67,"Trabajo de parto y parto complicados por hemorragia intraparto, no clasificados en otra parte",O00-O99
O68,Trabajo de parto y parto complicados por sufrimiento fetal,O00-O99
O69,Trabajo de parto y parto complicados por problemas del cordón umbilical,O00-O99
O70,Desgarro perineal durante el parto,O00-O99
O71,Otro trauma obstétrico,O00-O99
O72,Hemorragia postparto,O00-O99
O73,"Retención de la placenta o de las membranas, sin hemorragia",O00-O99
O74,Complicaciones de la anestesia administrada durante el trabajo de parto y el parto,O00-O99
O75,"Otras complicaciones del trabajo de parto y del parto, no clasificadas en otra parte",O00-O99
O80,Parto único espontaneo,O00-O99
O81,Parto único con fórceps y ventosa extractora,O00-O99
O82,Parto único por cesárea,O00-O99
O83,Otros partos únicos asistidos,O00-O99
O84,Parto múltiple,O00-O99
O85,Sepsis puerperal,O00-O99
O86,Otras infecciones puerperales,O00-O99
O87,Complicaciones venosas en el puerperio,O00-O99
O88,Embolia obstétrica,O00-O99
O89,Complicaciones de la anestesia administrada durante el puerperio,O00-O99
O90,"Complicaciones del puerperio, no clasificadas en otra parte",O00-O99
O91,Infecciones de la mama asociadas con el parto,O00-O99
O92,Otros trastornos de la mama y de la lactancia asociados con el parto,O00-O99
O95,Muerte obstétrica de causa no especificada,O00-O99
O96,Muerte materna debida a cualquier causa obstétrica que ocurre después de 42 días pero antes de un año del parto,O00-O99
O97,Muerte por secuelas de causas obstétricas directas,O00-O99
O98,"Enfermedades maternas infecciosas y parasitarias clasificables en otra parte, pero que complican el embarazo, el parto y el puerperio",O00-O99
O99,"Otras enfermedades maternas clasificables en otra parte, pero que complican el embarazo, el parto y el puerperio",O00-O99
P00,Feto y recién nacido afectados por condiciones de la madre no necesariamente relacionadas con el embarazo presente,P00-P96
P01,Feto y recién nacido afectados por complicaciones maternas del embarazo,P00-P96
P02,"Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas",P00-P96
P03,Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto,P00-P96
P04,Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna,P00-P96
P05,Retardo del crecimiento fetal y desnutrición fetal,P00-P96
P07,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",P00-P96
P08,Trastornos relacionados con el embarazo prolongado y con sobrepeso al nacer,P00-P96
P10,Hemorragia y laceración intracraneal debidas a traumatismo del nacimiento,P00-P96
P11,Otros traumatismos del nacimiento en el sistema nervioso central,P00-P96
P12,Traumatismo del nacimiento en el cuero cabelludo,P00-P96
P13,Traumatismo del esqueleto durante el nacimiento,P00-P96
P14,Traumatismo del sistema nervioso periférico durante el nacimiento,P00-P96
P15,Otros traumatismos del nacimiento,P00-P96
P20,Hipoxia intrauterina,P00-P96
P21,Asfixia del nacimiento,P00-P96
P22,Dificultad respiratoria del recién nacido,P00-P96
P23,Neumonía congénita,P00-P96
P24,Síndromes de aspiración neonatal,P00-P96
P25,"Enfisema intersticial y afecciones relacionadas, originadas en el periodo perinatal",P00-P96
P26,Hemorragia pulmonar originada en el periodo perinatal,P00-P96
P27,Enfermedad respiratoria crónica originada en el periodo perinatal,P00-P96
P28,"Otros problemas respiratorios del recién nacido, originados en el periodo perinatal",P00-P96
P29,Trastornos cardiovasculares originados en el periodo perinatal,P00-P96
P35,Enfermedades virales congénitas,P00-P96
P36,Sepsis bacteriana del recién nacido,P00-P96
P37,Otras enfermedades infecciosas y parasitarias congénitas,P00-P96
P38,Onfalitis del recién nacido con o sin hemorragia leve,P00-P96
P39,Otras infecciones especificas del periodo perinatal,P00-P96
P50,Perdida de sangre fetal,P00-P96
P51,Hemorragia umbilical del recién nacido,P00-P96
P52,Hemorragia intracraneal no traumática del feto y del recién nacido,P00-P96
P53,Enfermedad hemorrágica del feto y del recién nacido,P00-P96
P54,Otras hemorragias neonatales,P00-P96
P55,Enfermedad hemolitica del feto y del recién nacido,P00-P96
P56,Hidropesía fetal debida a enfermedad hemolitica,P00-P96
P57,Kernicterus,P00-P96
P58,Ictericia neonatal debida a otras hemolisis excesivas,P00-P96
P59,Ictericia neonatal por otras causas y por las no especificadas,P00-P96
P60,Coagulación intravascular diseminada en el feto y el recién nacido,P00-P96
P61,Otros trastornos hematológicos perinatales,P00-P96
P70,Trastornos transitorios del metabolismo de los carbohidratos específicos del feto y del recién nacido,P00-P96
P71,Trastornos neonatales transitorios del metabolismo del calcio y del magnesio,P00-P96
P72,Otros trastornos endocrinos neonatales transitorios,P00-P96
P74,Otras alteraciones metabólicas y electroliticas neonatales transitorias,P00-P96
P75,lleomeconial (E84.1+),P00-P96
P76,Otras obstrucciones intestinales del recién nacido,P00-P96
P77,Enterocolitis necrotizante del feto y del recién nacido,P00-P96
P78,Otros trastornos perinatales del sistema digestivo,P00-P96
P80,Hipotermia del recién nacido,P00-P96
P81,Otras alteraciones de la regulación de la temperatura en el recién nacido,P00-P96
P83,Otras afecciones de la piel especificas del feto y del recién nacido,P00-P96
P90,Convulsiones del recién nacido,P00-P96
P91,Otras alteraciones cerebrales del recién nacido,P00-P96
P92,Problemas de la ingestión de alimentos del recién nacido,P00-P96
P93,Reacciones e intoxicaciones debidas a drogas administradas al feto y al recién nacido,P00-P96
P94,Trastornos del tono muscular en el recién nacido,P00-P96
P95,Muerte fetal de causa no especificada,P00-P96
P96,Otras afecciones originadas en el periodo perinatal,P00-P96
Q00,Anencefalia y malformaciones congénitas similares,Q00-Q99
Q01,Encefalocele,Q00-Q99
Q02,Microcefalia,Q00-Q99
Q03,Hidrocefalo congénito,Q00-Q99
Q04,Otras malformaciones congénitas del encéfalo,Q00-Q99
Q05,Espina bífida,Q00-Q99
Q06,Otras malformaciones congénitas de la medula espinal,Q00-Q99
Q07,Otras malformaciones congénitas del sistema nervioso,Q00-Q99
Q10,"Malformaciones congénitas de los párpados, del aparato lagrimal y de la órbita",Q00-Q99
Q11,"Anoftalmia, microftalmia y macroftalmia",Q00-Q99
Q12,Malformaciones congénitas del cristalino,Q00-Q99
Q13,Malformaciones congénitas del segmento anterior del ojo,Q00-Q99
Q14,Malformaciones congénitas del segmento posterior del ojo,Q00-Q99
Q15,Otras malformaciones congénitas del ojo,Q00-Q99
Q16,Malformaciones congénitas del oído que causan alteración de la audición,Q00-Q99
Q17,Otras malformaciones congénitas del oído,Q00-Q99
Q18,Otras malformaciones congénitas de la cara y del cuello,Q00-Q99
Q20,Malformaciones congénitas de las cámaras cardiacas y sus conexiones,Q00-Q99
Q21,Malformaciones congénitas de los tabiques cardiacos,Q00-Q99
Q22,Malformaciones congénitas de las válvulas pulmonar y tricúspide,Q00-Q99
Q23,Malformaciones congénitas de las válvulas aórtica y mitral,Q00-Q99
Q24,Otras malformaciones congénitas del corazón,Q00-Q99
Q25,Malformaciones congénitas de las grandes arterias,Q00-Q99
Q26,Malformaciones congénitas de las grandes venas,Q00-Q99
Q27,Otras malformaciones congénitas del sistema vascular periférico,Q00-Q99
Q28,Otras malformaciones congénitas del sistema circulatorio,Q00-Q99
Q30,Malformaciones congénitas de la nariz,Q00-Q99
Q31,Malformaciones congénitas de la laringe,Q00-Q99
Q32,Malformaciones congénitas de la traquea y de los bronquios,Q00-Q99
Q33,Malformaciones congénitas del pulmón,Q00-Q99
Q34,Otras malformaciones congénitas del sistema respiratorio,Q00-Q99
Q35,Fisura del paladar,Q00-Q99
Q36,Labio leporino,Q00-Q99
Q37,Fisura del paladar con labio leporino,Q00-Q99
Q38,"Otras malformaciones congénitas de la lengua, de la boca y de la faringe",Q00-Q99
Q39,Malformaciones congénitas del esófago,Q00-Q99
Q40,Otras malformaciones congénitas de la parte superior del tubo digestivo,Q00-Q99
Q41,"Ausencia, atresia y extensos congénita del intestino delgado",Q00-Q99
Q42,"Ausencia, atresia y estenosis congénita del intestino grueso",Q00-Q99
Q43,Otras malformaciones congénitas del intestino,Q00-Q99
Q44,"Malformaciones congénitas de la vesícula biliar, de los conductos biliares y del hígado",Q00-Q99
Q45,Otras malformaciones congénitas del sistema digestivo,Q00-Q99
Q50,"Malformaciones congénitas de los ovarios, de las trompas de Falopio y de los ligamentos anchos",Q00-Q99
Q51,Malformaciones congénitas del útero y del cuello uterino,Q00-Q99
Q52,Otras malformaciones congénitas de los órganos genitales femeninos,Q00-Q99
Q53,Testiculo no descendido,Q00-Q99
Q54,Hipospadias,Q00-Q99
Q55,Otras malformaciones congénitas de los órganos genitales masculinos,Q00-Q99
Q56,Sexo indeterminado y seudohermafroditismo,Q00-Q99
Q60,Agenesia renal y otras malformaciones hipoplasicas del riñon,Q00-Q99
Q61,Enfermedad quistica del riñon,Q00-Q99
Q62,Defectos obstructivos congénitos de la pelvis renal y malformaciones congénitas del uréter,Q00-Q99
Q63,Otras malformaciones congénitas del riñon,Q00-Q99
Q64,Otras malformaciones congénitas del sistema urinario,Q00-Q99
Q65,Deformidades congénitas de la cadera,Q00-Q99
Q66,Deformidades congénitas de los pies,Q00-Q99
Q67,"Deformidades osteomusculares congénitas de la cabeza, de la cara, de la columna vertebral y del tórax",Q00-Q99
Q68,Otras deformidades osteomusculares congénitas,Q00-Q99
Q69,Polidactilia,Q00-Q99
Q70,Sindactilia,Q00-Q99
Q71,Defectos por reducción del miembro superior,Q00-Q99
Q72,Defectos por reducción del miembro inferior,Q00-Q99
Q73,Defectos por reducción de miembro no especificado,Q00-Q99
Q74,Otras anomalías congénitas del (de los) miembro(s),Q00-Q99
Q75,Otras malformaciones congénitas de los huesos del cráneo y de la cara,Q00-Q99
Q76,Malformaciones congénitas de la columna vertebral y tórax óseo,Q00-Q99
Q77,Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral,Q00-Q99
Q78,Otras osteocondrodisplasias,Q00-Q99
Q79,"Malformaciones congénitas del sistema osteomuscular, no clasificadas en otra parte",Q00-Q99
Q80,Ictiosis congénita,Q00-Q99
Q81,Epidermolisis bullosa,Q00-Q99
Q82,Otras malformaciones congénitas de la piel,Q00-Q99
Q83,Malformaciones congénitas de la mama,Q00-Q99
Q84,Otras malformaciones congénitas de las faneras,Q00-Q99
Q85,"Facomatosis, no clasificada en otra parte",Q00-Q99
Q86,"Síndromes de malformaciones congénitas debidos a causas exógenas conocidas, no clasificados en otra parte",Q00-Q99
Q87,Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas,Q00-Q99
Q89,"Otras malformaciones congénitas, no clasificadas en otra parte",Q00-Q99
Q90,Síndrome de Down,Q00-Q99
Q91,Sindrome de Edwards y síndrome de Patau,Q00-Q99
Q92,"Otras trisomias y trisomias parciales de los autosomas, no clasificadas en otra parte",Q00-Q99
Q93,"Monosomias y supresiones de los autosomas, no clasificadas en otra parte",Q00-Q99
Q95,"Reordenamientos equilibrados y marcadores estructurales, no clasificados en otra parte",Q00-Q99
Q96,Sindrome de Turner,Q00-Q99
Q97,"Otras anomalias de los cromosomas sexuales, con fenotipo femenino, no clasificadas en otra parte",Q00-Q99
Q98,"Otras anomalias de los cromosomas sexuales, con fenotipo masculino, no clasificadas en otra parte",Q00-Q99
Q99,"Otras anomalías cromosomicas, no clasificadas en otra parte",Q00-Q99
R00,Anormalidades del latido cardiaco,R00-R99
R01,Soplos y otros sonidos cardiacos,R00-R99
R02,"Gangrena, no clasificada en otra parte",R00-R99
R03,"Lectura de presión sanguínea anormal, sin diagnostico",R00-R99
R04,Hemorragias de las vías respiratorias,R00-R99
R05,Tos,R00-R99
R06,Anormalidades de la respiración,R00-R99
R07,Dolor de garganta y en el pecho,R00-R99
R09,Otros síntomas y signos que involucran los sistemas circulatorio y respiratorio,R00-R99
R10,Dolor abdominal y pélvico,R00-R99
R11,Nausea y vomito,R00-R99
R12,Acidez,R00-R99
R14,Flatulencia y afecciones afines,R00-R99
R15,Incontinencia fecal,R00-R99
R16,"Hepatomegalia y esplenomegalia, no clasificadas en otra parte",R00-R99
R17,Ictericia no especificada,R00-R99
R18,Ascitis,R00-R99
R19,Otros síntomas y signos que involucran el sistema digestivo y el abdomen,R00-R99
R20,Alteraciones de la sensibilidad cutánea,R00-R99
R21,Salpullido y otras erupciones cutáneas no especificadas,R00-R99
R22,"Tumefacción, masa o prominencia de la piel y del tejido subcutáneo localizadas",R00-R99
R23,Otros cambios en la piel,R00-R99
R25,Movimientos involuntarios anormales,R00-R99
R26,Anormalidades de la marcha y de la movilidad,R00-R99
R27,Otras fallas de coordinación,R00-R99
R29,Otros sintomas y signos que involucran los sistemas nervioso y osteomuscular,R00-R99
R30,Dolor asociado con la micción,R00-R99
R31,"Hematuria, no especificada",R00-R99
R32,"Incontinencia urinaria, no especificada",R00-R99
R33,Retención de orina,R00-R99
R34,Anuria y oliguria,R00-R99
R35,Poliuria,R00-R99
R36,Descarga uretral,R00-R99
R39,Otros síntomas y signos que involucran el sistema urinario,R00-R99
R40,"Somnolencia, estupor y coma",R00-R99
R41,Otros síntomas y signos que involucran la función cognoscitiva y la conciencia,R00-R99
R42,Mareo y desvanecimiento,R00-R99
R43,Trastornos del olfato y del gusto,R00-R99
R44,Otros síntomas y signos que involucran las sensaciones y percepciones generales,R00-R99
R45,Síntomas y signos que involucran el estado emocional,R00-R99
R46,Síntomas y signos que involucran la apariencia y el comportamiento,R00-R99
R47,"Alteraciones del habla, no clasificadas en otra parte",R00-R99
R48,"Dislexia y otras disfunciones simbólicas, no clasificadas en otra parte",R00-R99
R49,Alteraciones de la voz,R00-R99
R50,Fiebre de origen desconocido,R00-R99
R51,Cefalea,R00-R99
R52,"Dolor, no clasificado en otra parte",R00-R99
R53,Malestar y fatiga,R00-R99
R54,Senilidad,R00-R99
R55,Sincope y colapso,R00-R99
R56,"Convulsiones, no clasificadas en otra parte",R00-R99
R57,"Choque, no clasificado en otra parte",R00-R99
R58,"Hemorragia, no clasificada en otra parte",R00-R99
R59,Adenomegalia,R00-R99
R60,"Ederna, no clasificado en otra parte",R00-R99
R61,Hiperhidrosis,R00-R99
R62,Falta del desarrollo fisiológico normal esperado,R00-R99
R63,Sintomas y signos concernientes a la alimentación y a la ingestión de líquidos,R00-R99
R64,Caquexia,R00-R99
R68,Otros síntomas y signos generales,R00-R99
R69,Causas de morbilidad desconocidas y no especificadas,R00-R99
R70,Velocidad de eritrosedimentacion elevada y otras anormalidades de la viscosidad del plasma,R00-R99
R71,Anormalidad de los eritrocitos,R00-R99
R72,"Anormalidades de los leucocitos, no clasificadas en otra parte",R00-R99
R73,Nivel elevado de glucosa en sangre,R00-R99
R74,Nivel anormal de enzimas en suero,R00-R99
R75,Evidencias de laboratorio del virus de la inmunodeficiencia humana [VIH],R00-R99
R76,Otros hallazgos inmunologicos anormales en suero,R00-R99
R77,Otras anormalidades de las proteínas plasmáticas,R00-R99
R78,Hallazgo de drogas y otras sustancias que normalmente no se encuentran en la sangre,R00-R99
R79,Otros hallazgos anormales en la química sanguínea,R00-R99
R80,Proteinuria aislada,R00-R99
R81,Glucosuria,R00-R99
R82,Otros hallazgos anormales en la orina,R00-R99
R83,Hallazgos anormales en el liquido cefalorraquídeo,R00-R99
R84,Hallazgos anormales en muestras tomadas de órganos respiratorios y torácicos,R00-R99
R85,Hallazgos anormales en muestras tomadas de órganos digestivos y de la cavidad abdominal,R00-R99
R86,Hallazgos anormales en muestras tomadas de órganos genitales masculinos,R00-R99
R87,Hallazgos anormales en muestras tomadas de órganos genitales femeninos,R00-R99
R89,"Hallazgos anormales en muestras tomadas de otros órganos, sistemas y tejidos",R00-R99
R90,Hallazgos anormales en diagnostico por imagen del sistema nervioso central,R00-R99
R91,Hallazgos anormales en diagnostico por imagen del pulmón,R00-R99
R92,Hallazgos anormales en diagnostico por imagen de la mama,R00-R99
R93,Hallazgos anormales en diagnostico por imagen de otras estructuras del cuerpo,R00-R99
R94,Resultados anormales de estudios funcionales,R00-R99
R95,Síndrome de la muerte súbita infantil,R00-R99
R96,Otras muertes súbitas de causa desconocida,R00-R99
R98,Muerte sin asistencia,R00-R99
R99,Otras causas mal definidas y las no especificadas de mortalidad,R00-R99
S00,Traumatismo superficial de la cabeza,S00-T98
S01,Herida de la cabeza,S00-T98
S02,Fractura de huesos del cráneo y de la cara,S00-T98
S03,"Luxación, esguince y tercedura de articulaciones y de ligamentos de la cabeza",S00-T98
S04,Traumatismo de nervios craneales,S00-T98
S05,Traumatismo del ojo y de la órbita,S00-T98
S06,Traumatismo intracraneal,S00-T98
S07,Traumatismo por aplastamiento de la cabeza,S00-T98
S08,Amputación traumática de parte de la cabeza,S00-T98
S09,Otros traumatismos y los no especificados dé la cabeza,S00-T98
S10,Traumatismo superficial del cuello,S00-T98
S11,Herida del cuello,S00-T98
S12,Fractura del cuello,S00-T98
S13,"Luxación, esguince y torcedura de articulaciones y ligamentos del cuello",S00-T98
S14,Traumatismo de la medula espinal y de nervios a nivel del cuello,S00-T98
S15,Traumatismo de vasos sanguíneos a nivel del cuello,S00-T98
S16,Traumatismo de tendón y músculos a nivel del cuello,S00-T98
S17,Traumatismo por aplastamiento del cuello,S00-T98
S18,Amputación traumática a nivel del cuello,S00-T98
S19,Otros traumatismos y los no especificados del cuello,S00-T98
S20,Traumatismo superficial del tórax,S00-T98
S21,Herida del tórax,S00-T98
S22,"Fractura de las costillas, del esternón y de la columna torácica [dorsal]",S00-T98
S23,"Luxación, esguince y torcedura de articulaciones y ligamentos del tórax",S00-T98
S24,Traumatismo de nervios y de la medula espinal a nivel del tórax,S00-T98
S25,Traumatismo de vasos sanguineos del tórax,S00-T98
S26,Traumatismo del corazón,S00-T98
S27,Traumatismo de otros órganos intratoracicos y de los no especificados,S00-T98
S28,Traumatismo por aplastamiento del tórax y amputación traumática de parte del tórax,S00-T98
S29,Otros traumatismos y los no especificados del tórax,S00-T98
S30,"Traumatismo superficial del abdomen, de la región lumbosacra y de la pelvis",S00-T98
S31,"Herida del abdomen, de la región lumbosacra y de la pelvis",S00-T98
S32,Fractura de la columna lumbar y de la pelvis,S00-T98
S33,"Luxación, esguince y torcedura de articulaciones y ligamentos de la columna lumbar y de la palvis",S00-T98
S34,"Traumatismo de los nervios y de la medula espinal lumbar, a nivel del abdomen, de la región lumbosacra y de la pelvis",S00-T98
S35,Traumatismo de vasos sanguineos lumbosacra y de la pelvis,S00-T98
S36,Traumatismo de órganos intraabdominales,S00-T98
S37,Traumatismo de órganos pélvicos,S00-T98
S38,"Traumatismo por aplastamiento y amputación traumática de parte del abdomen, de la región lumbosacra y de la pelvis",S00-T98
S39,Otros traumatismos y los no espelumbosacra y de la pelvis,S00-T98
S40,Traumatismo superficial del hombro y del brazo,S00-T98
S41,Herida del hombro y del brazo,S00-T98
S42,Fractura del hombro y del brazo,S00-T98
S43,"Luxación, esguince y torcedura de articulaciones y ligamentos de la cintura escapular",S00-T98
S44,Traumatismo de nervios a nivel del hombro y del brazo,S00-T98
S45,Traumatismo de vasos sanguíneos a nivel del hombro y del brazo,S00-T98
S46,Traumatismo de tendón y músculo a nivel del hombro y del brazo,S00-T98
S47,Traumatismo por aplastamiento del hombro y del brazo,S00-T98
S48,Amputación traumática del hombro y del brazo,S00-T98
S49,Otros traumatismos y los no especificados del hornbro y del brazo,S00-T98
S50,Traumatismo superficial del antebrazo y del codo,S00-T98
S51,Herida del antebrazo y del codo,S00-T98
S52,Fractura del antebrazo,S00-T98
S53,"Luxación, esguince y torcedura de articulaciones y ligamentos del codo",S00-T98
S54,Traumatismo de nervios a nivel del antebrazo,S00-T98
S55,Traumatismo de los vasos sanguíneos a nivel del antebrazo,S00-T98
S56,Traumatismo de tendón y músculo a nivel del antebrazo,S00-T98
S57,Traumatismo por aplastamiento del antebrazo,S00-T98
S58,Amputación traumática del antebrazo,S00-T98
S59,Otros traumatismos y los no especificados del antebrazo,S00-T98
S60,Traumatismo superficial de la muñeca y de la mano,S00-T98
S61,Herida de la muñeca y de la mano,S00-T98
S62,Fractura en el ámbito de la muñeca y de la mano,S00-T98
S63,"Luxación, esguince y torcedura de articulaciones y ligamentos en el ámbito de la muñeca y de la mano",S00-T98
S64,Traumatismo de nervios en el ámbito de la muñeca y de la mano,S00-T98
S65,Traumatismo de vasos sanguíneos en el ámbito de la muñeca y de la mano,S00-T98
S66,Traumatismo de tendón y músculo en el ámbito de la muñeca y de la mano,S00-T98
S67,Traumatismo por aplastamiento de la muñeca y de la mano,S00-T98
S68,Amputación traumática de la muñeca y de la mano,S00-T98
S69,Otros traumatismos y los no especificados de la muñeca y de la mano,S00-T98
S70,Traumatismo superficial de la cadera y del muslo,S00-T98
S71,Herida de la cadero y del muslo,S00-T98
S72,Fractura del fémur,S00-T98
S73,"Luxación, esguince y torcedura de la articulación y de los ligamentos de la cadera",S00-T98
S74,Traumatismo de nervios en el ámbito de la cadera y del muslo,S00-T98
S75,Traumatismo de vasos sanguíneos en el ámbito de la cadera y del muslo,S00-T98
S76,Traumatismo de tendón y músculo en el ámbito de la cadera y del muslo,S00-T98
S77,Traumatismo por aplastamiento de la cadera y del muslo,S00-T98
S78,Amputación traumática de la cadera y del muslo,S00-T98
S79,Otros traumatismos y los no especificados de la cadera y del muslo,S00-T98
S80,Traumatismo superficial de la pierna,S00-T98
S81,Herida de la pierna,S00-T98
S82,"Fractura de la pierna, inclusive el tobillo",S00-T98
S83,"Luxación, esguince y torcedura de articulaciones y ligamentos de la rodilla",S00-T98
S84,Traumatismo de nervios en el ámbito de la pierna,S00-T98
S85,Traumatismo de vasos sanguíneos en el ámbito de la pierna,S00-T98
S86,Traumatismo de tendón y músculo en el ámbito de la pierna,S00-T98
S87,Traumatismo por aplastamiento de la pierna,S00-T98
S88,Amputación traumática de la pierna,S00-T98
S89,Otros traumatismos y los no especificados de la pierna,S00-T98
S90,Traumatismo superficial del tobillo y del pie,S00-T98
S91,Herida del tobillo y del pie,S00-T98
S92,"Fractura del pie, excepto del tobillo",S00-T98
S93,"Luxación, esguince y torcedura de articulaciones y ligamentos del tobillo y del pie",S00-T98
S94,Traumatismo de nervios a nivel del pie y del tobillo,S00-T98
S95,Traumatismo de vasos sanguineos a nivel del pie y del tobillo,S00-T98
S96,Traumatismo de tendón y músculo a nivel del pie y del tobillo,S00-T98
S97,Traumatismo por aplastamiento del pie y del tobillo,S00-T98
S98,Amputación traumática del pie y del tobillo,S00-T98
S99,Otros traumatismos y los no especificados del pie y del tobillo,S00-T98
T00,Traumatismos superficiales que afectan múltiples regiones del cuerpo,S00-T98
T01,Heridas que afectan múltiples regiones del cuerpo,S00-T98
T02,Fracturas que afectan múltiples regiones del cuerpo,S00-T98
T03,"Luxaciones, terceduras y esguinces que afectan múltiples regiones del cuerpo",S00-T98
T04,Traumatismos por aplastamiento que afectan múltiples regiones del cuerpo,S00-T98
T05,Amputaciones traumáticas que afectan múltiples regiones del cuerpo,S00-T98
T06,"Otros traumatismos que afectan múltiples regiones del cuerpo, no clasificados en otra parte",S00-T98
T07,"Traumatismos múltiples, no especificados",S00-T98
T08,"Fractura de la columna vertebral, nivel no especificado",S00-T98
T09,"Otros traumatismos de la columna vertebral y del tronco, nivel no especificado",S00-T98
T10,"Fractura de miembro superior, nivel no especificado",S00-T98
T11,"Otros traumatismos de miembro superior, nivel no especificado",S00-T98
T12,"Fractura de miembro inferior, nivel no especificado",S00-T98
T13,"Otros traumatismos de miembro inferior, nivel no especificado",S00-T98
T14,Traumatismo de regiones no especificadas del cuerpo,S00-T98
T15,Cuerpo extraño en parte externa del ojo,S00-T98
T16,Cuerpo extraño en el oído,S00-T98
T17,Cuerpo extraño en las vías respiratorias,S00-T98
T18,Cuerpo extraño en el tubo digestivo,S00-T98
